Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
9.580,4154,-2700,125.8,160.0,17.0,-16,13.69,16.40,1.40,9.7,60.8,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.36,46.72,15.18,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.590,4026,-8589,125.8,160.0,16.8,-25,13.78,16.00,1.40,9.4,58.4,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.38,45.05,15.37,178.0,163.6,0.00,72456.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.600,3984,-8589,125.8,160.0,16.6,-13,14.16,16.20,1.40,9.4,58.4,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.29,46.82,15.51,178.0,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.610,3984,-2789,125.8,160.0,16.5,-14,13.69,14.90,1.40,9.3,56.4,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.30,45.63,15.15,178.0,163.6,0.00,72456.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.620,3933,-3343,125.8,160.0,16.3,-21,13.78,14.10,1.40,9.2,54.7,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.37,45.27,15.22,178.0,163.6,0.00,74256.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.630,4007,-3343,125.8,160.0,16.0,-25,14.23,15.20,1.40,9.2,54.7,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.38,45.25,15.66,178.0,163.6,0.00,76136.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.640,4007,4942,125.8,160.0,15.9,-13,14.05,16.00,1.40,9.3,53.5,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.43,46.30,15.18,178.0,163.6,0.00,75376.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.650,4090,5658,125.8,160.0,15.9,-6,14.11,16.50,1.40,9.5,52.9,100.0,100.0,100.0,100.0,100.0,26.9,0.0,1.48,45.27,15.39,178.0,163.6,0.00,76920.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.663,4473,10000,125.8,160.0,15.8,-8,14.37,15.80,1.40,10.4,54.3,100.0,100.0,100.0,100.0,100.0,26.6,0.0,1.59,46.95,15.71,178.0,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.670,4473,10000,125.8,160.0,15.7,-8,13.87,15.20,1.40,10.4,54.3,100.0,100.0,100.0,100.0,100.0,26.6,0.0,1.62,45.15,15.36,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.680,4342,-9481,125.8,160.0,15.7,0,13.92,16.00,1.40,10.1,54.8,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.58,45.77,15.39,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.691,4296,-3293,125.8,160.0,15.6,-5,13.98,16.20,1.40,10.0,54.9,100.0,100.0,100.0,100.0,100.0,26.4,0.0,1.54,45.88,15.39,178.0,163.6,0.00,75000.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.700,4193,-3293,125.8,160.0,15.6,-9,13.53,15.20,1.40,10.0,54.9,100.0,100.0,100.0,100.0,100.0,26.4,0.0,1.41,45.70,15.41,178.0,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.710,4193,-7199,125.8,160.0,15.6,0,13.72,15.90,1.40,9.8,54.5,100.0,100.0,100.0,100.0,100.0,25.7,0.0,1.38,45.34,15.41,178.0,163.6,0.00,74256.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.720,4186,-488,125.8,160.0,15.5,-5,13.70,16.10,1.40,9.8,54.2,100.0,100.0,100.0,100.0,100.0,26.1,0.0,1.34,44.88,15.36,178.0,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.734,4076,-7474,125.8,160.0,15.5,-5,13.41,16.30,1.40,9.5,53.4,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.29,46.17,15.41,178.0,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.740,4076,-7474,125.8,160.0,15.5,0,13.67,15.90,1.40,9.5,53.4,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.32,45.42,15.39,178.0,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.750,4057,-1284,125.8,160.0,15.4,-6,13.62,14.80,1.40,9.5,52.7,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.31,44.59,15.25,178.0,163.6,0.00,72456.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.764,3997,-3997,125.8,160.0,15.3,-8,13.40,15.80,1.40,9.3,52.0,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.32,46.05,15.39,178.0,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.770,3997,-3997,125.8,160.0,15.3,0,13.67,15.70,1.40,9.3,52.0,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.34,45.42,15.41,178.0,163.6,0.00,76136.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.780,4046,3304,125.8,160.0,15.2,-8,13.94,14.70,1.40,9.4,51.5,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.37,45.07,15.27,178.0,163.6,0.00,75376.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.794,4111,4453,125.8,160.0,15.2,-5,13.85,14.50,1.40,9.6,51.4,100.0,100.0,100.0,100.0,100.0,26.6,0.0,1.38,46.05,15.52,178.0,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.800,4111,4453,125.8,160.0,15.2,0,14.12,15.00,1.40,9.6,51.4,100.0,100.0,100.0,100.0,100.0,26.6,0.0,1.54,46.34,15.61,178.0,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.810,4452,10000,125.8,160.0,15.2,0,13.84,15.30,1.40,10.4,53.0,100.0,100.0,100.0,100.0,100.0,26.6,0.0,1.60,46.27,15.33,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.820,4336,-8383,125.8,160.0,15.2,0,13.71,15.30,1.40,10.1,53.7,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.52,45.27,15.54,178.0,163.6,0.00,75000.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.835,4307,-2082,125.8,160.0,15.2,-3,13.96,16.20,1.40,10.0,54.1,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.42,45.70,15.55,178.0,163.6,0.00,74256.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.840,4307,-2082,125.8,160.0,15.1,-6,13.46,15.80,1.40,10.0,54.1,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.41,46.45,15.32,178.0,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.850,4169,-9590,125.8,160.0,15.0,-5,13.47,15.90,1.40,9.7,53.7,100.0,100.0,100.0,100.0,100.0,25.6,0.0,1.32,44.05,15.35,178.0,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.864,4100,-4715,125.8,160.0,15.0,0,13.72,16.10,1.40,9.6,53.1,100.0,100.0,100.0,100.0,100.0,25.7,0.0,1.25,45.70,15.49,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.870,4100,-4715,125.8,160.0,15.0,0,13.23,16.40,1.40,9.6,53.1,100.0,100.0,100.0,100.0,100.0,25.7,0.0,1.29,44.88,15.27,178.0,163.6,0.00,72456.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.880,3977,-8153,125.8,160.0,15.0,0,13.37,16.00,1.40,9.3,52.3,100.0,100.0,100.0,100.0,100.0,25.0,0.0,1.29,44.40,15.29,178.0,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.894,3934,-2820,125.8,160.0,15.0,0,13.69,16.00,1.40,9.2,51.5,100.0,100.0,100.0,100.0,100.0,25.3,0.0,1.26,46.07,15.51,178.0,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.900,3934,-2820,125.8,160.0,15.0,-3,13.26,14.30,1.40,9.2,51.5,100.0,100.0,100.0,100.0,100.0,25.3,0.0,1.31,45.50,15.22,178.0,163.6,0.00,71424.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.910,3878,-3620,125.8,160.0,15.0,3,13.40,13.70,1.43,9.2,50.7,100.0,100.0,100.0,100.0,100.0,24.9,0.0,1.32,44.90,15.21,178.0,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.921,3957,5211,125.8,160.0,15.0,0,13.82,15.00,1.51,10.0,50.3,100.0,100.0,100.0,100.0,100.0,25.4,0.0,1.31,46.32,15.52,178.0,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.930,3957,5211,125.8,160.0,15.0,0,13.43,14.70,1.51,10.0,50.3,100.0,100.0,100.0,100.0,100.0,25.4,0.0,1.38,45.67,15.19,178.0,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.940,3913,-2869,125.8,160.0,15.0,-3,13.54,14.00,1.40,9.1,49.9,100.0,100.0,100.0,100.0,100.0,25.4,0.0,1.41,45.02,15.23,178.0,163.6,0.00,75376.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.950,4002,-2869,125.8,160.0,15.0,-5,13.93,14.40,1.40,9.1,49.9,100.0,100.0,100.0,100.0,100.0,25.4,0.0,1.41,44.50,15.68,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.960,4002,5937,125.8,160.0,14.9,-6,13.66,14.70,1.46,9.7,49.8,100.0,100.0,100.0,100.0,100.0,26.6,0.0,1.42,45.65,15.20,178.0,163.6,0.00,74624.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.970,4000,-133,125.8,160.0,14.9,0,13.70,15.30,1.40,9.3,49.7,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.43,45.38,15.35,178.0,163.6,0.00,76136.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.984,4213,10000,125.8,160.0,14.9,0,14.04,15.60,1.40,9.8,50.5,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.37,45.57,15.71,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.990,4213,10000,125.8,160.0,14.9,0,13.59,15.00,1.40,9.8,50.5,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.34,45.77,15.33,178.0,163.6,0.00,75000.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.000,4087,-8583,125.8,160.0,14.9,0,13.64,15.30,1.40,9.5,50.5,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.29,44.59,15.38,178.0,163.6,0.00,74624.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.014,4048,-2631,125.8,160.0,14.9,0,13.89,14.20,1.40,9.4,50.3,100.0,100.0,100.0,100.0,100.0,26.1,0.0,1.27,45.82,15.49,178.0,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.020,4048,-2631,125.8,160.0,14.9,0,13.37,14.20,1.40,9.4,50.3,100.0,100.0,100.0,100.0,100.0,26.1,0.0,1.29,44.65,15.38,178.0,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.030,3910,-8993,125.8,160.0,14.9,0,13.49,14.40,1.45,9.4,49.9,100.0,100.0,100.0,100.0,100.0,25.2,0.0,1.25,44.09,15.32,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.041,3847,-4039,125.8,160.0,14.9,-5,13.81,15.70,1.46,9.4,49.4,100.0,100.0,100.0,100.0,100.0,25.4,0.0,1.23,46.52,15.42,178.0,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.050,3847,-4039,125.8,160.0,14.8,-5,13.32,14.20,1.46,9.4,49.4,100.0,100.0,100.0,100.0,100.0,25.4,0.0,1.25,44.90,15.27,178.0,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.060,3727,-7455,125.8,160.0,14.8,-3,13.39,13.60,1.54,9.6,48.8,100.0,100.0,100.0,100.0,100.0,24.8,0.0,1.25,44.72,15.24,178.0,163.6,0.00,71424.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.070,3727,-7455,125.8,160.0,14.7,-3,13.76,13.30,1.54,9.6,48.8,100.0,100.0,100.0,100.0,100.0,24.8,0.0,1.29,44.38,15.37,178.0,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.080,3710,-1051,125.8,160.0,14.6,-11,13.44,14.40,1.80,11.1,48.2,100.0,100.0,100.0,100.0,100.0,25.7,0.0,1.32,44.13,15.20,178.0,163.6,0.00,70752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.091,3577,-7930,125.8,160.0,14.5,-16,13.38,14.70,1.62,9.7,47.3,100.0,100.0,100.0,100.0,100.0,24.7,0.0,1.30,45.95,15.26,178.0,163.6,0.00,70416.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.100,3577,-7930,125.8,160.0,14.3,-19,13.66,14.20,1.62,9.7,47.3,100.0,100.0,100.0,100.0,100.0,24.7,0.0,1.29,45.40,15.25,178.0,163.6,0.00,71088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.110,3556,-1244,125.8,160.0,14.0,-24,13.70,14.60,1.72,10.2,46.6,100.0,100.0,100.0,100.0,100.0,25.0,0.0,1.25,45.15,15.17,178.0,163.6,0.00,70416.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.120,3556,-1244,125.8,160.0,13.9,-17,13.33,16.00,1.72,10.2,46.6,100.0,100.0,100.0,100.0,100.0,25.0,0.0,1.18,44.22,15.27,178.0,163.6,0.00,69440.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.130,3541,-885,125.8,160.0,13.7,-19,13.50,16.20,1.40,8.3,46.0,100.0,100.0,100.0,100.0,100.0,24.4,0.0,1.23,45.42,15.30,178.0,163.6,0.00,74256.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.144,3730,10000,125.8,160.0,13.4,-24,13.99,15.00,1.40,8.7,46.1,100.0,100.0,100.0,100.0,100.0,25.1,0.0,1.25,46.70,15.54,178.0,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.150,3730,10000,125.8,160.0,13.1,-30,13.67,14.80,1.40,8.7,46.1,100.0,100.0,100.0,100.0,100.0,25.1,0.0,1.20,45.55,15.13,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.160,3759,1817,125.8,160.0,12.8,-32,13.71,16.00,1.40,8.8,46.2,100.0,100.0,100.0,100.0,100.0,25.6,0.0,1.27,45.09,15.28,178.0,163.6,0.00,75000.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.174,4086,10000,125.8,160.0,12.4,-41,13.96,15.50,1.40,9.5,47.2,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.32,46.52,15.54,178.0,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.180,4086,10000,125.8,160.0,12.1,-32,13.44,14.70,1.40,9.5,47.2,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.28,46.27,15.29,178.0,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.190,3983,-6838,125.8,160.0,11.9,-22,13.42,15.50,1.40,9.3,47.7,100.0,100.0,100.0,100.0,100.0,25.5,0.0,1.29,44.80,15.30,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.204,3980,-199,125.8,160.0,11.5,-35,13.64,14.10,1.40,9.3,48.1,100.0,100.0,100.0,100.0,100.0,25.5,0.0,1.25,46.15,15.47,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.210,3980,-199,125.8,160.0,11.3,-25,13.12,13.70,1.40,9.3,48.1,100.0,100.0,100.0,100.0,100.0,25.5,0.0,1.22,45.50,15.39,178.0,163.6,0.00,72456.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.220,3898,-5327,125.8,160.0,11.2,-8,13.10,13.50,1.52,9.9,48.2,100.0,100.0,100.0,100.0,100.0,24.6,0.0,1.24,44.50,15.29,178.0,163.6,0.00,72456.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.230,3934,-5327,125.8,160.0,11.1,-11,13.38,14.30,1.52,9.9,48.2,100.0,100.0,100.0,100.0,100.0,24.6,0.0,1.21,44.15,15.45,178.0,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.240,3934,2360,125.8,160.0,11.1,-2,13.04,13.80,1.42,9.3,48.3,100.0,100.0,100.0,100.0,100.0,25.3,0.0,1.21,44.88,15.32,178.0,163.6,0.00,72456.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.250,3882,-3364,125.8,160.0,11.1,2,13.02,13.50,1.50,9.7,48.2,100.0,100.0,100.0,100.0,100.0,24.5,0.0,1.29,44.59,15.29,178.0,163.6,0.00,75000.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.260,3965,-3364,125.8,160.0,11.0,-11,13.33,14.50,1.50,9.7,48.2,100.0,100.0,100.0,100.0,100.0,24.5,0.0,1.27,45.27,15.55,178.0,163.6,0.00,75376.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.270,3965,5485,125.8,160.0,11.1,9,13.01,14.60,1.40,9.3,48.3,100.0,100.0,100.0,100.0,100.0,25.2,0.0,1.22,45.65,15.29,178.0,163.6,0.00,74256.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.280,3987,1461,125.8,160.0,11.2,10,12.98,14.60,1.40,9.3,48.5,100.0,100.0,100.0,100.0,100.0,24.5,0.0,1.22,44.57,15.43,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.290,4234,1461,125.8,160.0,11.1,-8,13.25,15.70,1.40,9.3,48.5,100.0,100.0,100.0,100.0,100.0,24.5,0.0,1.20,44.97,15.57,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.300,4234,10000,125.8,160.0,11.1,-2,12.86,15.70,1.40,9.9,49.7,100.0,100.0,100.0,100.0,100.0,25.3,0.0,1.20,45.45,15.39,178.0,163.6,0.00,74624.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.310,4108,-8626,125.8,160.0,11.1,0,12.84,15.30,1.40,9.6,50.0,100.0,100.0,100.0,100.0,100.0,24.3,0.0,1.21,44.52,15.44,178.0,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.324,4052,-3782,125.8,160.0,11.0,-3,13.06,14.00,1.40,9.5,50.0,100.0,100.0,100.0,100.0,100.0,24.1,0.0,1.17,45.32,15.51,178.0,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.330,4052,-3782,125.8,160.0,11.0,-6,12.61,14.30,1.40,9.5,50.0,100.0,100.0,100.0,100.0,100.0,24.1,0.0,1.15,45.30,15.39,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.340,3963,-5878,125.8,160.0,11.0,0,12.64,15.30,1.45,9.6,49.7,100.0,100.0,100.0,100.0,100.0,23.9,0.0,1.24,44.45,15.37,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.354,3967,264,125.8,160.0,10.9,-5,12.93,15.50,1.40,9.3,49.5,100.0,100.0,100.0,100.0,100.0,23.9,0.0,1.26,45.59,15.46,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.360,3967,264,125.8,160.0,10.9,0,12.57,14.50,1.40,9.3,49.5,100.0,100.0,100.0,100.0,100.0,23.9,0.0,1.26,45.13,15.38,178.0,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.370,3975,530,125.8,160.0,10.9,0,12.62,14.20,1.43,9.5,49.5,100.0,100.0,100.0,100.0,100.0,23.9,0.0,1.34,44.15,15.34,178.0,163.6,0.00,76136.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.381,4152,10000,125.8,160.0,10.9,-5,12.98,14.00,1.54,10.7,50.1,100.0,100.0,100.0,100.0,100.0,24.3,0.0,1.40,45.42,15.73,178.0,163.6,0.00,76136.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.390,4152,10000,125.8,160.0,10.8,-6,12.71,13.50,1.54,10.7,50.1,100.0,100.0,100.0,100.0,100.0,24.3,0.0,1.40,45.13,15.36,178.0,163.6,0.00,75376.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.400,4145,-483,125.8,160.0,10.8,0,12.76,13.50,1.62,11.2,50.5,100.0,100.0,100.0,100.0,100.0,24.3,0.0,1.39,44.13,15.39,178.0,163.6,0.00,77312.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.410,4321,10000,125.8,160.0,10.8,-2,12.95,14.80,1.70,12.2,51.7,100.0,100.0,100.0,100.0,100.0,24.9,0.0,1.38,45.42,15.66,178.0,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.420,4321,10000,125.8,160.0,10.8,0,12.58,15.70,1.70,12.2,51.7,100.0,100.0,100.0,100.0,100.0,24.9,0.0,1.29,44.05,15.46,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.430,4230,-6415,125.8,160.0,10.8,0,12.69,15.30,1.40,9.9,52.2,100.0,100.0,100.0,100.0,100.0,24.6,0.0,1.25,44.32,15.45,178.0,163.6,0.00,77312.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.440,4208,-1543,125.8,160.0,10.8,0,12.90,15.20,1.40,9.8,52.5,100.0,100.0,100.0,100.0,100.0,24.5,0.0,1.23,44.65,15.45,178.0,163.6,0.00,76920.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.450,4204,-1543,125.8,160.0,10.8,0,12.63,16.20,1.40,9.8,52.5,100.0,100.0,100.0,100.0,100.0,24.5,0.0,1.13,45.13,15.47,178.0,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.460,4204,-280,125.8,160.0,10.8,0,12.82,16.20,1.40,9.8,52.7,100.0,100.0,100.0,100.0,100.0,24.5,0.0,1.25,46.30,15.55,178.0,163.6,0.00,78120.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.470,4376,10000,125.8,160.0,10.8,0,12.86,15.30,1.40,10.2,53.7,100.0,100.0,100.0,100.0,100.0,25.0,0.0,1.26,43.47,15.41,178.0,163.6,0.00,77312.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.483,4419,3167,125.8,160.0,10.8,0,12.61,14.70,1.40,10.3,54.7,100.0,100.0,100.0,100.0,100.0,25.2,0.0,1.29,44.17,15.61,178.0,163.6,0.00,78120.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.490,4651,3167,125.8,160.0,10.8,5,12.87,16.10,1.40,10.3,54.7,100.0,100.0,100.0,100.0,100.0,25.2,0.0,1.42,44.92,15.66,178.0,163.6,0.00,78528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.500,4651,10000,125.8,160.0,11.0,11,12.58,16.00,1.40,10.9,58.1,100.0,100.0,100.0,100.0,100.0,26.0,0.0,1.46,45.34,15.59,178.0,163.6,0.00,77312.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.510,4584,-5119,125.8,160.0,11.1,19,12.54,16.00,1.40,10.7,59.8,100.0,100.0,100.0,100.0,100.0,25.7,0.0,1.40,43.22,15.55,178.0,163.6,0.00,79784.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
10.521,4601,1303,125.8,160.0,11.9,73,12.77,15.90,1.40,10.7,61.3,101.4,100.0,100.0,100.0,100.0,25.8,0.0,1.40,45.34,15.81,178.0,163.6,0.00,78944.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,101.4,
10.535,4653,4033,125.8,160.0,13.5,165,12.56,15.00,1.40,10.9,63.3,104.4,100.0,100.0,100.0,100.0,26.0,0.0,1.34,44.88,15.52,178.0,163.6,0.00,79784.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,104.4,
10.541,4653,4033,125.8,160.0,15.6,206,12.89,16.10,1.40,10.9,63.3,105.7,100.0,100.0,100.0,100.0,26.0,0.0,1.42,45.84,15.54,178.0,163.6,0.00,79784.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,105.7,
10.551,4893,10000,125.8,160.0,17.8,225,12.82,15.60,1.41,11.5,68.3,106.3,100.0,100.0,100.0,100.0,26.8,0.0,1.43,45.72,15.43,178.0,163.6,0.00,78528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,106.3,
10.561,4806,-6969,125.8,160.0,20.2,241,12.90,16.00,1.41,11.3,70.9,106.8,100.0,100.0,100.0,100.0,26.5,0.0,1.40,44.20,15.52,178.0,163.6,0.00,78528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,106.8,
10.570,4822,1285,125.8,160.0,22.5,228,13.32,16.20,1.42,11.4,73.3,106.7,100.0,100.0,100.0,100.0,26.6,0.0,1.40,46.05,15.51,178.0,163.6,0.00,77720.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,106.4,
