Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
8.571,4384,1534,127.6,160.0,21.4,0,14.51,16.40,1.40,10.2,53.4,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.47,46.84,15.16,179.8,163.6,0.00,71768.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.580,4286,1534,127.6,160.0,21.4,0,14.10,16.00,1.40,10.2,53.4,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.36,46.32,15.02,179.8,163.6,0.00,71088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.590,4286,-7001,127.6,160.0,21.4,0,14.36,16.20,1.40,10.0,53.8,100.0,100.0,100.0,100.0,100.0,26.8,0.0,1.41,47.63,15.30,179.8,163.6,0.00,71768.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.600,4294,572,127.6,160.0,21.4,0,14.28,16.00,1.40,10.0,54.1,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.38,45.13,14.80,179.8,163.6,0.00,70752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.613,4196,-6855,127.6,160.0,21.4,0,14.03,16.10,1.40,9.8,53.9,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.31,46.52,15.36,179.8,163.6,0.00,69760.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.620,4196,-6855,127.6,160.0,21.4,0,14.36,15.90,1.40,9.8,53.9,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.38,46.00,15.30,179.8,163.6,0.00,71088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.630,4207,771,127.6,160.0,21.4,0,14.16,16.10,1.40,9.8,53.8,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.32,45.97,14.85,179.8,163.6,0.00,70088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.641,4129,-5367,127.6,160.0,21.4,0,14.11,16.20,1.40,9.6,53.3,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.30,46.77,15.33,179.8,163.6,0.00,70088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.650,4129,-5367,127.6,160.0,21.4,0,14.56,16.10,1.40,9.6,53.3,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.32,46.07,15.41,179.8,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.660,4160,2149,127.6,160.0,21.4,0,14.51,14.90,1.40,9.7,53.1,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.41,46.17,14.95,179.8,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.670,4278,8414,127.6,160.0,21.4,0,14.55,14.40,1.40,10.0,53.6,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.37,46.00,15.31,179.8,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.680,4682,10000,127.6,160.0,21.4,0,14.84,15.50,1.73,13.5,57.7,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.44,46.67,15.56,179.8,163.6,0.00,74256.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.690,4682,10000,127.6,160.0,21.4,0,14.30,16.00,1.73,13.5,57.7,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.51,45.80,14.97,179.8,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.700,4592,-6889,127.6,160.0,21.4,0,14.37,15.60,1.40,10.7,59.6,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.55,46.80,15.25,179.8,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.710,4620,2156,127.6,160.0,21.4,0,14.35,15.90,1.40,10.8,61.4,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.54,45.02,15.15,179.8,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.723,4578,-3205,127.6,160.0,21.4,0,14.04,15.30,1.40,10.7,62.2,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.49,45.59,15.25,179.8,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.730,4656,-3205,127.6,160.0,21.4,0,14.43,16.20,1.40,10.7,62.2,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.49,45.70,15.54,179.8,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.740,4656,6053,127.6,160.0,21.4,0,14.21,16.00,1.40,10.9,64.0,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.47,47.59,15.41,179.8,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.750,4704,3763,127.6,160.0,21.4,0,14.37,16.20,1.40,11.0,66.1,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.48,46.25,15.56,179.8,163.6,0.00,78120.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.760,4982,10000,127.6,160.0,21.4,0,14.54,15.80,1.49,12.4,71.5,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.56,46.38,15.51,179.8,163.6,0.00,77312.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.770,4882,-8138,127.6,160.0,21.4,0,14.14,16.00,1.50,12.2,74.5,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.51,46.25,15.36,179.8,163.6,0.00,76136.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.781,4901,1552,127.6,160.0,21.4,0,14.39,15.00,1.43,11.7,77.2,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.50,45.92,15.55,179.8,163.6,0.00,76136.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.790,4901,1552,127.6,160.0,21.4,0,13.92,14.10,1.43,11.7,77.2,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.51,45.97,15.35,179.8,163.6,0.00,75000.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.800,4791,-8784,127.6,160.0,21.4,0,14.03,15.20,1.74,13.9,77.7,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.48,46.80,15.36,179.8,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.810,4784,-558,127.6,160.0,21.4,0,14.13,16.00,1.40,11.2,78.0,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.53,45.32,15.29,179.8,163.6,0.00,75000.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.823,4649,-10000,127.6,160.0,21.4,0,13.84,16.20,1.40,10.8,76.2,100.0,100.0,100.0,100.0,100.0,26.9,0.0,1.47,46.52,15.38,179.8,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.830,4604,-10000,127.6,160.0,21.4,0,14.26,16.10,1.40,10.8,76.2,100.0,100.0,100.0,100.0,100.0,26.9,0.0,1.50,45.82,15.47,179.8,163.6,0.00,74624.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.840,4604,-3453,127.6,160.0,21.4,0,13.91,15.30,1.40,10.7,74.2,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.49,46.20,15.26,179.8,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.850,4492,-8386,127.6,160.0,21.4,0,14.00,15.80,1.40,10.5,71.0,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.49,44.27,15.41,179.8,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.863,4487,-373,127.6,160.0,21.4,0,14.31,15.50,1.40,10.5,68.5,100.0,100.0,100.0,100.0,100.0,26.3,0.0,1.43,47.00,15.48,179.8,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.870,4487,-373,127.6,160.0,21.4,0,13.92,15.20,1.40,10.5,68.5,100.0,100.0,100.0,100.0,100.0,26.3,0.0,1.44,44.80,15.06,179.8,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.880,4350,-9933,127.6,160.0,21.4,0,14.19,16.00,1.40,10.2,65.9,100.0,100.0,100.0,100.0,100.0,26.3,0.0,1.44,46.77,15.30,179.8,163.6,0.00,73528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.890,4300,-3583,127.6,160.0,21.4,0,14.30,15.20,1.40,10.0,63.7,100.0,100.0,100.0,100.0,100.0,26.9,0.0,1.46,45.82,15.09,179.8,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.904,4186,-7953,127.6,160.0,21.4,0,14.01,14.50,1.40,9.8,61.3,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.34,46.02,15.31,179.8,163.6,0.00,71768.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.910,4186,-7953,127.6,160.0,21.4,0,14.35,16.00,1.40,9.8,61.3,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.38,45.59,15.38,179.8,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.920,4178,-557,127.6,160.0,21.4,0,14.30,15.90,1.40,9.7,59.5,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.34,46.05,14.94,179.8,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.934,4046,-8901,127.6,160.0,21.4,0,14.10,15.90,1.40,9.4,57.4,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.32,46.97,15.41,179.8,163.6,0.00,71088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.940,4046,-8901,127.6,160.0,21.4,0,14.46,14.60,1.40,9.4,57.4,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.37,46.52,15.37,179.8,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.950,4000,-3067,127.6,160.0,21.4,0,14.36,15.30,1.52,10.1,55.6,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.32,46.30,14.92,179.8,163.6,0.00,71088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.964,3891,-7069,127.6,160.0,21.4,0,14.18,15.90,1.40,9.1,54.0,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.32,46.70,15.41,179.8,163.6,0.00,70088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.970,3891,-7069,127.6,160.0,21.4,0,14.50,15.00,1.40,9.1,54.0,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.32,46.17,15.34,179.8,163.6,0.00,71424.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.980,3899,519,127.6,160.0,21.4,0,14.44,14.10,1.40,9.1,52.8,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.32,46.05,14.86,179.8,163.6,0.00,70416.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
8.990,3765,519,127.6,160.0,21.4,0,14.18,14.80,1.40,9.1,52.8,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.29,46.30,15.38,179.8,163.6,0.00,69760.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.000,3765,-8408,127.6,160.0,21.4,0,14.48,14.20,1.44,9.0,51.4,100.0,100.0,100.0,100.0,100.0,26.8,0.0,1.25,47.13,15.30,179.8,163.6,0.00,70088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.010,3735,-1867,127.6,160.0,21.4,0,14.60,13.60,1.73,10.8,50.3,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.25,46.52,14.96,179.8,163.6,0.00,69440.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.020,3735,-1867,127.6,160.0,21.4,0,14.16,14.70,1.73,10.8,50.3,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.20,45.38,15.09,179.8,163.6,0.00,68488.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.030,3569,-9876,127.6,160.0,21.4,0,14.40,16.10,1.58,9.4,49.0,100.0,100.0,100.0,100.0,100.0,26.3,0.0,1.14,45.95,15.26,179.8,163.6,0.00,68800.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.040,3509,-9876,127.6,160.0,21.4,0,14.72,15.30,1.58,9.4,49.0,100.0,100.0,100.0,100.0,100.0,26.3,0.0,1.20,47.32,15.44,179.8,163.6,0.00,68800.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.050,3509,-3509,127.6,160.0,21.4,0,14.16,14.60,1.47,8.6,47.8,100.0,100.0,100.0,100.0,100.0,26.6,0.0,1.16,45.59,14.82,179.8,163.6,0.00,67872.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.060,3335,-9672,127.6,160.0,21.4,0,14.26,15.90,1.76,9.8,46.1,100.0,100.0,100.0,100.0,100.0,24.9,0.0,1.13,45.90,15.06,179.8,163.6,0.00,66960.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.070,3335,-9672,127.6,160.0,21.4,0,14.58,16.10,1.76,9.8,46.1,100.0,100.0,100.0,100.0,100.0,24.9,0.0,1.14,46.77,15.15,179.8,163.6,0.00,67872.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.080,3281,-2953,127.6,160.0,21.4,0,14.58,15.70,1.58,8.6,44.6,100.0,100.0,100.0,100.0,100.0,24.9,0.0,1.16,46.77,14.78,179.8,163.6,0.00,66960.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.090,3281,-2953,127.6,160.0,21.4,0,14.15,14.70,1.58,8.6,44.6,100.0,100.0,100.0,100.0,100.0,24.9,0.0,1.16,45.20,15.15,179.8,163.6,0.00,66368.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.100,3165,-6119,127.6,160.0,21.4,0,14.39,14.20,1.78,9.4,42.9,100.0,100.0,100.0,100.0,100.0,23.8,0.0,1.13,45.92,15.15,179.8,163.6,0.00,66368.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.110,3165,-6119,127.6,160.0,21.4,0,14.80,15.70,1.78,9.4,42.9,100.0,100.0,100.0,100.0,100.0,23.8,0.0,1.22,46.65,15.19,178.0,163.6,0.00,67872.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.120,3232,3609,127.6,160.0,21.4,0,14.56,16.30,1.60,8.6,41.9,100.0,100.0,100.0,100.0,100.0,24.6,0.0,1.20,46.90,14.76,179.8,163.6,0.00,66960.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.130,3232,3609,127.6,160.0,21.4,0,14.32,16.20,1.60,8.6,41.9,100.0,100.0,100.0,100.0,100.0,24.6,0.0,1.25,45.75,15.15,179.8,163.6,0.00,66664.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.140,3396,9284,127.6,160.0,21.4,0,14.57,16.10,1.51,8.5,41.7,100.0,100.0,100.0,100.0,100.0,25.6,0.0,1.38,46.59,15.20,179.8,163.6,0.00,70752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.151,4037,10000,127.6,160.0,21.4,0,14.77,15.40,1.40,9.4,43.5,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.46,47.34,15.16,179.8,163.6,0.00,69760.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.160,4037,10000,127.6,160.0,21.4,0,14.29,15.30,1.40,9.4,43.5,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.42,46.05,14.98,178.0,163.6,0.00,68800.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.170,4051,945,127.6,160.0,21.4,0,14.50,15.90,1.40,9.5,45.0,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.44,46.42,15.26,178.0,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.180,4307,10000,127.6,160.0,21.4,0,14.58,14.70,1.40,10.0,47.3,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.48,46.59,15.17,179.8,163.6,0.00,71768.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.191,4231,-5360,127.6,160.0,21.4,0,14.25,13.90,1.48,10.4,48.7,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.40,45.40,15.26,178.0,163.6,0.00,71424.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.200,4231,-5360,127.6,160.0,21.4,0,14.50,14.40,1.48,10.4,48.7,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.38,47.32,15.34,178.0,163.6,0.00,72112.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.210,4293,4436,127.6,160.0,21.4,0,14.42,15.70,1.62,11.6,50.1,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.32,46.15,14.92,178.0,163.6,0.00,71088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.223,4175,-8211,127.6,160.0,21.4,0,14.19,16.40,1.40,9.7,50.6,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.24,46.80,15.39,179.8,163.6,0.00,70088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.230,4175,-8211,127.6,160.0,21.4,0,14.49,15.90,1.40,9.7,50.6,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.29,45.45,15.31,178.0,163.6,0.00,70752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.240,4160,-1040,127.6,160.0,21.4,0,14.18,14.50,1.40,9.7,51.0,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.25,45.32,14.86,178.0,163.6,0.00,70088.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.250,4073,-5907,127.6,160.0,21.4,0,14.12,15.80,1.50,10.2,50.9,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.26,46.59,15.29,178.0,163.6,0.00,69440.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.260,4073,-5907,127.6,160.0,21.4,0,14.55,16.00,1.50,10.2,50.9,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.26,46.65,15.43,178.0,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.270,4089,1090,127.6,160.0,21.4,0,14.61,16.10,1.40,9.5,50.9,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.30,46.45,15.29,179.8,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.281,4187,6839,127.6,160.0,21.4,0,14.60,16.10,1.40,9.8,51.4,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.36,47.13,15.39,178.0,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.294,4563,10000,127.6,160.0,21.4,0,14.91,16.00,1.40,10.6,54.2,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.40,46.80,15.51,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.300,4563,10000,127.6,160.0,21.4,0,14.34,15.90,1.40,10.6,54.2,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.49,45.77,15.16,178.0,163.6,0.00,72808.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.310,4496,-5020,127.6,160.0,21.4,0,14.38,16.30,1.40,10.5,55.4,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.38,46.20,15.28,178.0,163.6,0.00,74624.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.320,4551,4172,127.6,160.0,21.4,0,14.55,15.70,1.40,10.6,57.2,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.37,47.47,15.36,178.0,163.6,0.00,73888.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.334,4578,2060,127.6,160.0,21.4,0,14.20,15.70,1.40,10.7,59.0,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.29,45.27,15.25,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.340,4578,2060,127.6,160.0,21.4,0,14.51,15.90,1.40,10.7,59.0,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.43,47.13,15.49,178.0,163.6,0.00,76920.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.350,4808,10000,127.6,160.0,21.4,-3,14.30,15.40,1.46,11.7,63.8,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.41,46.09,15.24,179.8,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.360,4825,1367,127.6,160.0,21.4,0,14.27,16.10,1.41,11.3,67.7,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.38,44.80,15.54,178.0,163.6,0.00,78944.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.370,5030,10000,127.6,160.0,21.4,0,14.49,15.20,1.49,12.5,73.0,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.46,46.45,15.62,178.0,163.6,0.00,78120.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.380,5060,2530,127.6,160.0,21.3,-5,14.10,14.50,1.55,13.1,77.3,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.42,46.38,15.08,178.0,163.6,0.00,78944.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.391,5297,10000,127.6,160.0,21.3,0,14.40,15.80,1.90,16.8,81.7,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.50,46.17,15.79,178.0,163.6,0.00,80640.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.400,5157,10000,127.6,160.0,21.3,-3,13.99,15.00,1.90,16.8,81.7,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.54,45.50,15.43,178.0,163.6,0.00,79360.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.410,5157,-10000,127.6,160.0,21.2,-11,14.07,15.90,1.54,13.2,84.6,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.54,46.65,15.52,178.0,163.6,0.00,79360.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.421,5121,-3073,127.6,160.0,20.8,-38,13.92,16.00,1.52,13.0,86.6,100.0,100.0,100.0,100.0,100.0,27.2,0.0,1.51,45.95,15.30,178.0,163.6,0.00,78120.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.431,4995,-10000,127.6,160.0,20.3,-51,13.75,16.00,1.45,12.1,87.6,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.46,44.45,15.56,178.0,163.6,0.00,78528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.440,4963,-2647,127.6,160.0,20.1,-19,13.98,16.00,1.42,11.7,88.2,100.0,100.0,100.0,100.0,100.0,27.4,0.0,1.47,46.27,15.65,178.0,163.6,0.00,77720.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.454,4834,-10000,125.8,160.0,19.9,-19,13.59,16.00,1.40,11.3,86.8,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.45,46.27,15.38,179.8,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.460,4834,-10000,125.8,160.0,19.8,-11,13.90,15.90,1.40,11.3,86.8,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.47,45.90,15.48,178.0,163.6,0.00,77312.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.470,4794,-3196,127.6,160.0,19.7,-16,13.68,14.90,1.40,11.2,85.3,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.50,46.57,15.39,178.0,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.480,4677,-9121,125.8,160.0,19.5,-19,13.72,14.20,1.40,10.9,82.3,100.0,100.0,100.0,100.0,100.0,26.4,0.0,1.51,44.77,15.55,178.0,163.6,0.00,76920.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.490,4657,-1552,125.8,160.0,19.3,-19,14.01,15.00,1.65,12.8,79.6,100.0,100.0,100.0,100.0,100.0,26.4,0.0,1.47,46.30,15.54,178.0,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.500,4534,-1552,125.8,160.0,19.0,-25,13.66,15.90,1.65,12.8,79.6,100.0,100.0,100.0,100.0,100.0,26.4,0.0,1.49,45.15,15.27,178.0,163.6,0.00,75376.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.510,4534,-9295,125.8,160.0,18.8,-27,13.93,16.00,1.40,10.6,75.7,100.0,100.0,100.0,100.0,100.0,25.8,0.0,1.54,46.30,15.46,178.0,163.6,0.00,76528.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.520,4499,-2624,125.8,160.0,18.5,-30,13.93,15.00,1.40,10.5,72.2,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.57,44.80,15.30,178.0,163.6,0.00,75752.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.533,4368,-9536,125.8,160.0,18.2,-29,13.76,15.20,1.40,10.2,68.9,100.0,100.0,100.0,100.0,100.0,26.3,0.0,1.46,46.15,15.44,178.0,163.6,0.00,74256.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.540,4368,-9536,125.8,160.0,17.9,-30,14.11,16.20,1.40,10.2,68.9,100.0,100.0,100.0,100.0,100.0,26.3,0.0,1.42,45.45,15.52,178.0,163.6,0.00,75000.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.550,4317,-3670,125.8,160.0,17.6,-27,13.77,15.30,1.40,10.1,66.0,100.0,100.0,100.0,100.0,100.0,26.7,0.0,1.38,45.67,15.28,178.0,163.6,0.00,74256.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.560,4193,-8667,125.8,160.0,17.4,-22,13.78,16.00,1.40,9.8,63.1,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.38,45.34,15.46,178.0,163.6,0.00,73168.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
9.570,4154,-8667,125.8,160.0,17.2,-19,14.16,16.40,1.40,9.8,63.1,100.0,100.0,100.0,100.0,100.0,26.2,0.0,1.32,46.52,15.50,178.0,163.6,0.00,74256.0,7.36,13.97,100.0,28.0,0.0,49.5,30.0,100.0,
